State,South,Region,Division,UER23,PR23,PNH,PH,SCR,PC
20,1,2,4,3.0,8.0,8.700201809,35.94065326,25.91000822,29.44913671
19,1,2,6,4.2,22.2,14.29486232,41.5151963,28.67346436,15.51647702
9,1,2,4,2.9,19.2,14.32729148,33.89330976,31.58709107,20.19230769
0,0,1,3,2.3,6.6,4.212051296,27.45613564,36.4489993,31.88281376
3,0,1,3,1.9,10.0,8.361486486,38.51351351,30.8277027,22.2972973
22,0,3,7,2.3,10.4,6.25328982,35.03526687,35.83535109,22.87609222
25,0,0,1,4.1,14.1,8.299934756,34.02460621,35.05918539,22.61627365
38,0,1,3,2.3,14.1,10.07407407,30.44444444,33.25925926,26.22222222
26,0,1,2,4.7,17.3,4.176334107,32.26842763,41.64733179,21.90790648
37,0,1,3,3.0,11.8,6.683857236,28.89652914,36.88195809,27.53765553
8,1,2,5,2.1,16.5,15.57924815,32.67939717,30.41494477,21.32640991
21,1,2,5,3.8,15.9,16.66550206,43.37223115,25.42100482,14.54126197
23,1,2,4,4.1,13.9,6.692268305,44.03481823,26.46185356,22.81105991
10,0,1,2,3.7,14.1,4.815509694,35.71875279,37.36263736,22.10310015
33,0,1,2,4.4,11.0,8.100258176,36.09079174,36.37048193,19.43846816
38,0,1,3,4.1,13.7,11.1381126,31.02470636,37.14054273,20.69663832
5,0,3,8,5.1,13.2,7.930256537,26.36854877,42.4345089,23.26668579
24,1,2,6,3.6,17.5,15.93298032,42.4352591,24.78727048,16.84449011
11,1,2,6,3.5,18.5,13.9469359,40.55725131,31.01667058,14.47914221
10,0,1,2,3.4,8.2,4.266112832,29.44741412,37.8570699,28.42940315
24,1,2,6,8.8,46.5,30.92546064,33.87772194,24.24623116,10.95058626
24,1,2,6,3.5,19.9,15.30860761,42.67622295,24.98086424,17.0343052
24,1,2,6,4.2,18.0,18.73197858,28.16147192,35.91583139,17.19071811
4,1,2,6,3.9,15.3,16.05627674,31.34382479,33.37442889,19.22546958
4,1,2,6,4.3,20.3,25.41852679,29.79910714,28.06919643,16.71316964
6,1,2,5,3.9,13.8,8.746652202,28.73343052,28.34017019,34.17974709
21,1,2,5,3.0,9.7,9.302488398,35.41266603,28.49555929,26.78928629
35,0,3,7,2.1,8.8,2.835849176,18.17469841,25.847281,53.14217141
41,1,2,4,3.3,22.3,13.48184513,36.61541312,30.20331604,19.69942571
8,1,2,5,3.1,21.3,17.46735166,43.19385074,26.84811169,12.49068591
9,1,2,4,3.2,16.3,15.42900388,39.48538454,27.66058083,17.42503074
29,0,1,3,2.8,16.0,6.467079874,35.3408958,36.91965852,21.27236581
33,0,1,2,3.6,9.0,13.93244873,32.9990953,32.87092883,20.19752714
20,1,2,4,2.5,8.9,10.13745704,31.60824742,29.75257732,28.50171821
10,0,1,2,3.5,10.5,9.909192289,42.03706654,30.69406829,17.35967288
11,1,2,6,5.1,20.3,15.22876439,35.64158661,30.41948064,18.71016836
5,0,3,8,7.0,14.0,26.66521051,20.63564814,24.81541425,27.88372709
2,0,3,7,3.5,19.9,10.33780837,26.95197014,33.96016091,28.75006058
15,0,1,3,3.1,14.4,10.45077242,38.04473138,30.52801476,20.97648144
17,1,2,4,3.7,16.3,18.12501311,32.36459709,32.84267472,16.66771508
15,0,1,3,2.6,6.1,3.299699298,21.10791848,29.99264952,45.59973271
15,0,1,3,2.9,15.1,10.1993007,38.22027972,28.23426573,23.34615385
8,1,2,5,2.1,8.6,12.43749504,26.367172,30.80403207,30.3913009
27,0,1,2,3.4,12.7,9.367407026,42.94085699,30.99505474,16.69668125
0,0,1,3,1.9,7.3,6.688687036,36.08587944,38.64574732,18.57968621
7,0,1,2,4.8,8.8,5.884086444,35.2292076,30.35036018,28.53634578
37,0,1,3,3.5,12.3,6.642809215,33.61664057,38.85036904,20.89018117
40,0,1,3,2.4,8.8,4.700751151,36.6488975,35.32832566,23.32202568
39,1,2,4,1.7,6.4,5.125945933,27.59776352,27.53518169,39.74110885
40,0,1,3,3.3,8.0,5.298050139,33.19777159,36.57381616,24.93036212
6,1,2,5,8.3,48.1,26.27149652,37.98024149,25.01524576,10.73301622
37,0,1,3,3.3,5.6,4.433924854,32.28660652,39.29067116,23.98879746
6,1,2,5,6.6,33.1,27.01884253,42.22745626,19.34724092,11.4064603
13,0,0,1,3.3,13.9,8.93448981,46.51293985,23.34344075,21.20912959
23,1,2,4,5.8,14.1,10.09286183,40.09004784,29.64543664,20.17165369
15,0,1,3,2.5,9.4,6.396124016,29.45296802,26.68306698,37.46784098
26,0,1,2,4.2,13.6,7.677413378,27.91550862,34.15786548,30.24921253
13,0,0,1,4.3,13.0,9.29911093,50.08953536,22.42153875,18.18981496
0,0,1,3,2.0,15.6,4.300019635,26.50697035,34.02709601,35.165914
20,1,2,4,3.5,14.4,15.59425782,36.03439481,33.14144138,15.229906
26,0,1,2,7.5,17.7,10.58443307,39.56369513,33.82709399,16.02477781
26,0,1,2,7.6,18.7,13.88129323,36.06240952,35.20990832,14.84638893
2,0,3,7,3.4,17.8,9.488261387,32.54354647,33.97165422,23.99653792
33,0,1,2,4.6,13.4,7.255069163,27.01149754,34.9899561,30.74347719
33,0,1,2,2.8,8.7,6.817027329,31.76876968,37.01107386,24.40312913
13,0,0,1,3.5,11.2,10.04010312,48.38155256,25.23059295,16.34775136
11,1,2,6,3.0,19.5,15.41690793,43.15286624,30.60220035,10.82802548
29,0,1,3,2.9,15.5,10.19794721,31.71554252,37.01612903,21.07038123
13,0,0,1,4.2,13.6,7.620796697,43.24789936,26.35180159,22.77950235
7,0,1,2,4.1,14.5,10.18394328,49.09944434,27.73519831,12.98141406
17,1,2,4,3.2,12.4,14.42533525,39.46889916,30.6992954,15.40647019
36,0,0,1,7.6,9.4,5.361225108,31.65229845,25.53915223,37.44732421
43,0,0,0,2.3,9.0,6.011403747,31.3603041,27.31287899,35.31541316
37,0,1,3,4.2,9.1,7.222222222,38.03174603,35.87301587,18.87301587
20,1,2,4,2.7,7.1,6.434400502,36.73101067,32.57219083,24.26239799
16,0,3,7,5.8,18.3,7.091527988,25.17019667,40.67700454,27.0612708
4,1,2,6,3.1,23.6,22.8277439,36.77591463,24.38071646,16.015625
21,1,2,5,3.1,16.7,14.28070175,39.97368421,26.5877193,19.15789474
33,0,1,2,5.1,11.4,6.816195747,45.44130498,25.51704049,22.22545878
18,0,3,7,2.3,9.3,8.685268979,35.30668678,32.95625943,23.05178482
18,0,3,7,2.1,4.3,2.41991887,24.05930899,34.67617849,38.84459365
4,1,2,6,4.1,9.6,13.66331554,29.04034176,31.9991318,25.2972109
44,0,3,7,2.9,9.7,11.90713101,30.7960199,36.88225539,20.4145937
44,0,3,7,3.4,11.1,10.50369985,21.95833968,31.67995468,35.8580058
26,0,1,2,6.6,15.7,10.32553408,37.8051882,35.99313327,15.87614446
21,1,2,5,4.1,20.0,17.44342371,46.04526104,23.03383374,13.47748151
33,0,1,2,4.2,13.1,8.08534017,33.05558099,39.99633733,18.86274151
8,1,2,5,2.1,12.8,17.30379839,35.61757459,31.49959747,15.57902954
35,0,3,7,2.5,16.5,18.8580015,21.78812923,32.00601052,27.34785875
4,1,2,6,4.4,29.1,26.42922654,34.89758484,31.70284317,6.97034546
15,0,1,3,2.8,10.0,8.881797633,46.23055445,27.36338253,17.52426539
4,1,2,6,3.6,9.9,13.07752735,34.0316977,29.34912009,23.54165486
9,1,2,4,7.8,26.4,14.61303462,31.05906314,31.77189409,22.55600815
12,0,3,8,5.0,15.3,10.37601987,31.74884711,38.22277403,19.65235899
12,0,3,8,4.5,16.0,8.980250393,30.54755632,38.78030349,21.69188979
4,1,2,6,3.8,14.1,9.115389794,27.14420358,34.42843678,29.31196984
25,0,0,1,3.7,10.5,8.117185287,28.0297819,29.2376482,34.61538462
20,1,2,4,2.3,10.1,11.27315727,35.01182499,26.10366575,27.61135199
19,1,2,6,3.8,20.0,16.36238034,41.30070068,27.01075693,15.32616204
33,0,1,2,3.9,10.3,5.833817548,33.48053457,34.2242882,26.46135967
9,1,2,4,3.1,9.7,11.35360732,36.86665958,28.84124621,22.93848689
31,1,2,4,3.1,10.7,9.075035394,30.95968449,33.18276815,26.78251197
19,1,2,6,4.2,19.3,11.81840213,34.25559415,36.62654496,17.29945876
38,0,1,3,2.6,16.5,9.205426357,36.53100775,34.01162791,20.25193798
27,0,1,2,3.5,11.0,12.70122686,41.70626197,29.35252819,16.23998298
29,0,1,3,2.4,5.3,3.529184559,14.13152066,25.4641562,56.87513859
39,1,2,4,1.9,4.9,5.091813254,28.61577427,31.02963661,35.26277586
10,0,1,2,3.7,10.8,6.261814745,35.6726528,34.51480781,23.55072464
1,0,3,8,5.0,11.0,3.913721046,19.77757314,33.0488064,43.25989941
37,0,1,3,2.3,12.1,6.149458437,26.36351984,35.42908415,32.05793758
14,1,2,5,3.4,20.8,11.94667923,28.12805063,33.45339482,26.47187532
15,0,1,3,2.6,8.4,5.994978029,38.24544884,28.83709981,26.92247332
15,0,1,3,3.0,14.7,11.49180943,45.15443291,26.86007253,16.49368513
29,0,1,3,2.7,15.2,9.101796407,34.37125749,36.40718563,20.11976048
17,1,2,4,5.2,25.5,19.09262212,36.35309465,29.09697058,15.45731265
2,0,3,7,3.6,11.7,7.386662657,24.7810315,34.43726036,33.39504549
6,1,2,5,6.4,37.2,25.92720017,37.10176839,20.39496319,16.57606826
13,0,0,1,4.0,15.5,10.32111009,45.77118407,22.61766705,21.29003879
12,0,3,8,4.1,14.2,8.716603368,29.00814472,41.50073544,20.77451648
10,0,1,2,2.3,11.2,9.024411739,39.20860139,31.14479598,20.62219089
19,1,2,6,3.4,15.1,8.514315983,33.23203881,27.79558951,30.4580557
23,1,2,4,3.9,17.3,14.17280124,45.69546687,22.24331654,17.88841534
10,0,1,2,3.0,12.1,7.966479262,43.03330858,28.80821046,20.1920017
4,1,2,6,2.5,19.7,21.5835141,22.6681128,29.82646421,25.92190889
12,0,3,8,5.0,17.0,10.75496258,33.82687927,34.55906281,20.85909535
15,0,1,3,4.7,20.2,16.66165414,38.93233083,32.03007519,12.37593985
4,1,2,6,4.6,13.9,16.0566258,29.25277291,28.117338,26.57326328
8,1,2,5,4.3,19.1,16.38531023,45.5649341,26.69184066,11.357915
34,0,0,0,2.9,14.4,11.48945518,40.48769772,26.84534271,21.17750439
20,1,2,4,3.3,19.1,19.96625422,36.25421822,32.5871766,11.19235096
38,0,1,3,1.7,8.4,6.301824212,26.01805786,36.46581905,31.21429888
9,1,2,4,2.4,11.0,18.66269404,27.70688948,26.89869091,26.73172557
9,1,2,4,4.3,24.0,25.23832221,44.30409914,17.63584366,12.82173499
9,1,2,4,2.8,35.5,22.86121673,41.77756654,23.21768061,12.14353612
10,0,1,2,3.9,12.3,3.8651539,31.13837468,34.47152706,30.52494436
37,0,1,3,3.5,17.1,7.205398858,26.28828517,34.21699256,32.28932341
39,1,2,4,2.3,15.7,13.18245749,40.11848442,27.89498359,18.8040745
13,0,0,1,3.6,12.6,8.191523336,44.83553082,22.09498609,24.87795976
7,0,1,2,3.6,15.2,10.73741584,37.60286417,33.12386449,18.53585551
4,1,2,6,7.5,22.8,32.27373598,28.35422539,24.04486295,15.32717567
44,0,3,7,3.8,14.0,10.05413659,21.1780955,32.89714048,35.87062743
2,0,3,7,5.2,23.7,14.59794927,31.84025904,34.72746897,18.83432272
36,0,0,1,3.9,6.8,5.599959043,26.11125834,26.29255306,41.99622955
34,0,0,0,2.4,11.8,6.271081129,32.89987573,27.29451447,33.53452867
9,1,2,4,3.9,25.5,19.01770417,38.40662479,26.47058824,16.10508281
28,0,0,0,4.4,8.5,4.754139488,22.11490216,24.10311089,49.02784747
38,0,1,3,2.8,12.3,8.575268817,33.9516129,36.58602151,20.88709677
0,0,1,3,2.0,12.4,4.891005679,32.66165964,33.08298223,29.36435245
38,0,1,3,1.8,9.4,8.011049724,31.25,36.53314917,24.2058011
30,0,3,7,3.9,14.6,12.40834743,28.31359278,45.45967287,13.81838691
43,0,0,0,2.6,13.5,10.46658775,38.73943748,30.62415806,20.16981671
38,0,1,3,3.2,14.2,8.196721311,31.99757134,38.55494839,21.25075896
4,1,2,6,4.6,22.1,16.17214957,32.82249237,27.28005992,23.72529815
27,0,1,2,3.7,9.3,6.190515464,34.15092784,29.57773196,30.08082474
14,1,2,5,3.6,18.3,14.07727839,33.14025955,35.25185131,17.53061075
17,1,2,4,3.5,18.5,15.70968067,35.7459454,32.72388436,15.82048957
21,1,2,5,2.5,9.9,10.86409396,36.7659396,27.70553691,24.66442953
31,1,2,4,2.8,11.3,7.43959585,26.00479948,30.71066769,35.84493698
33,0,1,2,3.8,11.3,10.97690941,31.91829485,38.61456483,18.49023091
11,1,2,6,3.6,14.1,8.303398729,44.21110804,30.35368886,17.13180437
29,0,1,3,2.5,12.2,12.15053763,29.89247312,36.34408602,21.61290323
16,0,3,7,3.6,12.9,8.995120266,36.48572786,28.83793237,25.6812195
40,0,1,3,2.9,14.7,11.55606407,39.45080092,32.95194508,16.04118993
4,1,2,6,2.9,13.4,41.73308462,30.67661523,19.53535696,8.054943191
8,1,2,5,2.9,19.0,17.8913892,36.09598612,33.18074495,12.83187973
17,1,2,4,3.0,18.6,7.555698029,20.75332585,24.02628626,47.66468985
20,1,2,4,3.2,18.4,10.41129616,33.91455467,26.782042,28.89210717
4,1,2,6,2.7,11.9,16.2305296,41.65109034,24.33021807,17.78816199
4,1,2,6,4.2,14.8,9.986697226,36.00884715,31.93306941,22.07138621
18,0,3,7,2.8,8.5,7.65325232,28.53456835,35.76273907,28.04944026
15,0,1,3,3.1,12.4,9.645301805,39.18792782,25.42522298,25.7415474
25,0,0,1,4.4,13.3,8.696176415,32.08247367,33.54679671,25.6745532
40,0,1,3,3.5,9.3,6.167464809,41.61224786,33.86300972,18.35727761
38,0,1,3,2.5,9.8,6.728640992,27.53430722,37.58300133,28.15405046
25,0,0,1,3.5,13.7,11.80948912,32.45423914,28.91539933,26.82087242
16,0,3,7,2.9,9.1,11.55589852,24.50323141,30.53197646,33.4088936
15,0,1,3,3.3,9.9,9.766781836,43.17620928,32.02122409,15.0357848
7,0,1,2,3.7,15.9,11.90080145,42.11905842,31.62457785,14.35556228
8,1,2,5,4.6,29.4,16.77382483,43.99199886,25.36076582,13.87341049
9,1,2,4,2.5,21.5,20.9347079,34.96907216,30.4604811,13.63573883
40,0,1,3,3.5,9.9,4.719914694,26.06999419,34.37709513,34.83299598
5,0,3,8,5.7,20.8,5.229342876,40.44404684,36.28009109,18.04651919
9,1,2,4,4.2,20.7,11.03598254,26.79467387,32.4310483,29.73829528
14,1,2,5,3.3,31.2,18.9132948,35.29479769,33.87283237,11.91907514
29,0,1,3,3.4,13.6,5.697347267,40.72548232,30.65715434,22.92001608
4,1,2,6,3.0,11.4,23.12820975,32.22812866,24.69591855,19.94774304
7,0,1,2,3.2,9.6,7.19341326,37.88819876,29.99487873,24.92350925
4,1,2,6,3.1,17.8,22.5961152,30.6845278,29.38379102,17.33556597
19,1,2,6,4.8,19.0,14.73160146,37.25027127,32.8971724,15.12095487
41,1,2,4,3.0,14.1,10.17325086,29.74673666,29.02711717,31.05289532
5,0,3,8,4.7,13.9,13.8377997,26.12783973,35.11067479,24.92368578
20,1,2,4,2.9,10.0,6.563804299,24.14479222,32.87082551,36.42057797
22,0,3,7,3.3,10.0,7.468834688,31.14724481,41.00813008,20.37579042
4,1,2,6,3.4,18.5,31.93703308,32.97758805,24.46638207,10.6189968
23,1,2,4,4.3,13.8,13.42445235,48.12769144,22.78599513,15.66186107
10,0,1,2,2.6,4.8,2.173712387,21.61251615,25.84917851,50.36459295
21,1,2,5,3.5,13.5,10.36516662,32.6328189,30.3844578,26.61755668
41,1,2,4,3.2,16.7,16.28344791,37.20782655,28.64093072,17.86779482
22,0,3,7,2.4,7.1,5.14777843,30.53435115,40.32100215,23.99686827
10,0,1,2,2.5,8.9,6.458105978,33.64859949,32.57426943,27.3190251
28,0,0,0,4.3,17.6,12.82270115,30.78267339,27.46953526,28.92509019
4,1,2,6,3.5,13.7,19.68024362,38.44372542,25.45045045,16.42558051
29,0,1,3,2.8,12.1,4.187689203,30.9283552,42.48234107,22.40161453
5,0,3,8,3.8,11.8,7.195797654,27.40879326,33.57559185,31.81981723
8,1,2,5,2.6,18.2,17.22747322,39.50850662,28.39319471,14.87082546
40,0,1,3,2.9,7.9,2.686880817,27.31912339,37.68387872,32.31011708
6,1,2,5,6.6,29.7,20.75028668,34.51100311,32.03735052,12.70135969
29,0,1,3,3.8,11.0,6.586000919,25.55776791,43.47781692,24.37841425
13,0,0,1,3.5,11.9,11.62031353,36.85712439,24.35317046,27.16939162
21,1,2,5,3.7,16.9,11.34386692,37.86849694,30.13035914,20.657277
37,0,1,3,2.5,11.2,8.14620454,27.11740298,36.08738101,28.64901147
20,1,2,4,3.5,20.8,18.57585139,33.72136223,28.99071207,18.7120743
21,1,2,5,3.3,16.3,8.860964123,29.36878294,28.245805,33.52444794
41,1,2,4,2.9,17.5,13.72940589,32.51276931,30.27766043,23.48016437
20,1,2,4,2.8,7.3,7.823658347,30.38959202,31.84260765,29.94414198
12,0,3,8,2.8,18.4,8.556611927,31.9792567,39.06655143,20.39757995
15,0,1,3,4.4,18.6,15.51777648,39.78068209,29.47343012,15.22811131
24,1,2,6,4.2,20.2,18.97414119,36.84409211,27.53869385,16.64307286
14,1,2,5,6.2,34.5,19.00860303,40.96681688,24.58009013,15.44448996
20,1,2,4,2.5,6.1,8.100234247,24.78297671,27.44040472,39.67638432
20,1,2,4,3.6,26.4,6.760411033,19.71335857,33.77501352,39.75121687
32,0,3,7,4.5,8.2,6.258440996,24.1750121,37.51497082,32.05157608
31,1,2,4,2.9,16.6,16.93068308,31.06649178,26.71778832,25.28503683
27,0,1,2,3.9,11.9,11.8584635,39.71036932,33.7947994,14.63636778
27,0,1,2,2.7,10.8,9.161147903,44.81236203,29.26642894,16.76006113
10,0,1,2,2.6,6.0,4.408047617,28.46630519,32.33723348,34.78841371
15,0,1,3,3.2,17.0,14.15961601,42.79612756,27.38773186,15.65652457
13,0,0,1,3.8,12.6,8.694878864,40.4685376,25.76067486,25.07590868
11,1,2,6,2.7,16.1,9.745928157,32.36139,30.12605979,27.76662204
15,0,1,3,3.0,17.6,12.41355932,34.8,26.75254237,26.03389831
33,0,1,2,4.1,14.9,13.45550268,34.3525362,37.26840134,14.92355979
33,0,1,2,4.4,10.8,7.247033246,40.01268231,31.37059516,21.36968928
32,0,3,7,3.4,12.1,11.70643854,40.32717995,33.81359748,14.15278403
37,0,1,3,2.6,7.3,6.334668394,32.95735658,32.8101072,27.89786783
17,1,2,4,2.9,15.6,12.85420945,35.15400411,30.71868583,21.27310062
31,1,2,4,3.3,10.5,8.785347525,32.93386804,30.24380189,28.03698255
31,1,2,4,4.2,9.7,6.834445216,28.48547014,29.6137755,35.06630914
25,0,0,1,3.1,5.8,7.854121143,21.00272425,22.42935272,48.71380189
38,0,1,3,2.0,8.3,5.47184774,27.99365583,36.95479778,29.57969865
27,0,1,2,3.2,13.8,8.628031996,32.5496292,31.74001749,27.08232132
15,0,1,3,2.8,9.8,8.951257542,33.60450139,34.48579757,22.9584435
17,1,2,4,3.0,15.9,13.62458349,32.04738986,32.45464643,21.87338023
23,1,2,4,4.1,13.7,9.480234261,35.45354718,32.12099028,22.94522827
10,0,1,2,4.5,10.0,3.832016892,25.5493861,35.62993665,34.98866036
21,1,2,5,3.6,12.9,10.09489198,46.53745205,27.13506965,16.23258631
10,0,1,2,3.0,9.8,5.180424682,31.1172869,30.00564506,33.69664336
41,1,2,4,2.5,11.2,8.485095762,26.63514616,31.77170835,33.10804973
39,1,2,4,1.8,6.3,6.220528327,21.994497,26.54468027,45.2402944
10,0,1,2,2.7,9.2,6.989652573,37.26444186,33.13506476,22.61084081
23,1,2,4,5.1,26.3,19.88081443,49.18059924,18.37444132,12.56414501
10,0,1,2,2.5,8.7,6.399837464,38.52769877,34.5117161,20.56074766
4,1,2,6,2.6,13.4,27.27714749,28.13614263,27.89303079,16.69367909
19,1,2,6,1.9,18.0,11.42217245,31.70959313,24.33743934,32.53079507
6,1,2,5,8.2,25.8,25.05796326,49.13500981,19.58266453,6.224362404
28,0,0,0,3.6,12.5,6.304104926,29.2931508,26.1426647,38.26007957
15,0,1,3,2.7,10.4,8.720030936,45.74632637,26.16009281,19.37354988
16,0,3,7,3.3,10.8,6.751152074,30.50691244,36.15207373,26.58986175
16,0,3,7,3.0,12.5,15.39713371,32.43739829,34.60024148,17.56522652
12,0,3,8,3.7,19.7,16.19180993,32.11319297,36.23720301,15.45779409
36,0,0,1,4.1,8.6,10.69938696,23.36949663,20.80356887,45.12754754
29,0,1,3,2.3,13.1,7.476051645,30.88296543,43.56518117,18.07580175
33,0,1,2,5.6,8.8,6.413359148,34.87415295,34.14811229,24.56437561
3,0,1,3,1.8,10.6,3.081914031,42.49797242,34.87429035,19.5458232
21,1,2,5,3.1,16.2,18.38342574,49.30843303,20.5018967,11.80624453
11,1,2,6,3.9,13.5,11.73073838,39.44287013,30.5565952,18.26979629
8,1,2,5,2.7,23.8,12.41732121,33.9654816,26.30219099,27.3150062
30,0,3,7,6.0,12.2,7.101086048,35.22695628,36.36869953,21.30325815
28,0,0,0,4.1,12.7,13.75209859,30.12685635,25.48906044,30.63198461
13,0,0,1,4.0,14.2,10.00460644,45.05575709,25.81908217,19.12055431
38,0,1,3,2.8,12.1,8.193736344,37.76402039,31.79169701,22.25054625
17,1,2,4,3.5,17.2,12.53578141,33.8239121,32.56903282,21.07127367
11,1,2,6,3.5,16.9,10.60353451,41.01783928,32.59419807,15.78442814
39,1,2,4,2.0,6.4,6.582939502,23.17919528,25.35523121,44.88263401
33,0,1,2,4.3,13.7,7.968957032,40.01514291,33.08726103,18.92863903
5,0,3,8,3.8,7.8,10.44559585,17.60621762,37.62694301,34.32124352
5,0,3,8,5.0,10.5,6.481083918,25.12284719,44.45160059,23.9444683
2,0,3,7,4.3,19.8,17.34546432,22.84071188,28.41510612,31.39871768
9,1,2,4,3.7,26.0,15.81156379,37.15898401,31.51458137,15.51487083
11,1,2,6,4.3,23.3,11.53627715,40.59349709,27.48828624,20.38193951
38,0,1,3,1.9,11.6,6.453522795,31.67554766,34.51746596,27.35346359
5,0,3,8,4.7,10.3,11.08003949,24.32111348,36.23180559,28.36704144
40,0,1,3,4.0,10.5,9.192861821,43.84413883,31.22134905,15.74165029
4,1,2,6,4.2,15.7,22.8902738,35.2778913,26.43032284,15.40151206
23,1,2,4,2.8,14.2,11.32505412,48.26820098,24.15403897,16.25270594
17,1,2,4,3.4,10.5,7.265430764,19.97486758,31.84655713,40.91314452
29,0,1,3,2.7,15.0,9.747292419,28.19960405,40.3808082,21.67229533
38,0,1,3,2.4,14.3,8.723747981,33.7641357,34.73344103,22.77867528
24,1,2,6,4.6,25.1,20.48639431,36.31645288,25.0908282,18.10632461
0,0,1,3,2.0,10.9,4.556166536,26.78711705,35.97800471,32.6787117
24,1,2,6,3.6,18.1,17.12139748,44.6755242,22.85982532,15.34325301
8,1,2,5,3.7,33.5,12.04886954,34.12442073,34.79848336,19.02822637
8,1,2,5,2.7,16.6,21.23343886,40.08090046,25.31363583,13.37202486
31,1,2,4,2.8,9.2,6.114612401,21.1544601,30.34603651,42.38489098
14,1,2,5,3.0,19.0,9.161867392,27.64382001,33.73204228,29.46227032
26,0,1,2,3.9,16.2,6.500834686,21.21418281,31.03203824,41.25294427
29,0,1,3,2.7,12.6,6.546139794,30.26201017,30.85778707,32.33406297
3,0,1,3,2.2,9.0,7.744874715,31.29840547,39.40774487,21.54897494
37,0,1,3,4.6,12.7,5.347577399,30.60860091,38.89779984,25.14602185
16,0,3,7,2.8,14.8,11.92748092,41.22137405,21.13549618,25.71564885
25,0,0,1,3.7,11.0,6.718895809,33.80064672,31.46335641,28.01710107
25,0,0,1,3.4,11.5,9.684405941,39.87137553,29.21455092,21.22966761
27,0,1,2,2.7,7.2,7.254674591,30.83327294,28.59744166,33.31461081
4,1,2,6,3.9,19.3,22.25531339,35.21050494,31.56897252,10.96520915
2,0,3,7,3.7,15.1,11.22047244,36.61417323,21.8503937,30.31496063
8,1,2,5,2.8,17.0,15.48865167,35.80681936,31.88067848,16.82385049
10,0,1,2,3.6,13.6,10.21542738,42.63377345,30.96594858,16.18485059
4,1,2,6,3.3,16.8,18.75923191,29.394387,37.37075332,14.47562777
40,0,1,3,2.4,12.2,19.45379437,31.75489596,26.72123623,22.07007344
40,0,1,3,2.7,8.5,4.375489428,27.3688332,36.20790916,32.04776821
4,1,2,6,5.1,15.7,13.124035,41.27637674,26.45393721,19.14565106
7,0,1,2,2.8,5.0,2.926302785,16.42422227,22.61283338,58.03664157
17,1,2,4,3.5,14.8,10.07775798,24.13229246,28.91742879,36.87252077
32,0,3,7,4.5,10.4,10.90611587,27.27833242,37.3093979,24.50615381
40,0,1,3,2.2,6.0,3.919423537,18.02176323,26.43240562,51.62640761
4,1,2,6,3.0,9.1,6.436263461,32.081142,35.61232156,25.87027298
9,1,2,4,4.5,26.3,15.69925138,35.7437344,27.27568623,21.28132798
15,0,1,3,4.5,22.4,19.27815806,41.7672682,27.99004356,10.96453018
41,1,2,4,2.8,13.5,12.17937496,30.47119539,30.9347581,26.41467155
22,0,3,7,3.0,11.4,8.770894789,34.69026549,33.74631268,22.79252704
35,0,3,7,3.4,15.8,5.991879588,32.51855801,33.78173317,27.70782923
33,0,1,2,5.0,12.7,8.524120363,31.96624741,37.77742398,21.73220825
26,0,1,2,4.1,9.4,7.667701718,37.00126391,35.52670588,19.80432849
24,1,2,6,4.0,29.2,20.62051077,48.8028731,19.5830008,10.99361532
14,1,2,5,3.5,20.7,15.83816317,45.06241641,26.77218012,12.3272403
26,0,1,2,5.6,14.0,10.07254043,38.24996222,33.43660269,18.24089467
24,1,2,6,3.9,22.2,20.87985177,42.66235926,23.88712053,12.57066844
21,1,2,5,4.4,21.5,17.36761822,44.14905208,27.1845718,11.2987579
44,0,3,7,4.5,16.3,10.78210601,25.16721003,36.39296878,27.65771519
2,0,3,7,3.3,24.0,15.1021822,37.65154139,29.47696571,17.7693107
38,0,1,3,1.2,9.8,11.6145501,20.48500319,47.54307594,20.35737077
5,0,3,8,4.7,13.2,17.90570045,27.82988533,31.36297388,22.90144034
16,0,3,7,4.0,14.0,9.039932921,28.86489886,31.28078818,30.81438004
14,1,2,5,3.6,18.3,13.62369985,33.28380386,37.98291233,15.10958395
40,0,1,3,2.2,8.0,5.419314419,32.69041439,28.8239506,33.06632059
0,0,1,3,2.6,11.5,8.519183026,20.29603822,28.94821939,42.23655936
20,1,2,4,2.4,7.4,8.169552092,12.97517097,16.50545253,62.34982441
19,1,2,6,2.6,25.1,16.50087771,34.52311293,32.70918666,16.2668227
15,0,1,3,3.5,15.0,11.8847539,40.19607843,30.16206483,17.75710284
9,1,2,4,3.3,24.1,10.03528239,17.76374263,23.5301247,48.67085028
30,0,3,7,3.7,7.8,9.013875649,22.50820888,33.12149137,35.35642411
4,1,2,6,3.5,20.5,14.77469671,37.0017331,32.62564991,15.59792028
11,1,2,6,3.9,18.8,11.12317221,42.26422323,31.51778303,15.09482153
7,0,1,2,3.1,9.8,9.307249322,45.42400632,28.78556911,16.48317525
19,1,2,6,3.6,18.8,9.470415732,35.3769191,36.62929101,18.52337416
3,0,1,3,5.7,26.2,13.13528991,39.87115247,29.70651396,17.28704366
12,0,3,8,3.8,11.5,9.420669301,27.92402532,37.55890894,25.09639644
9,1,2,4,2.9,9.9,8.142161636,25.69814995,31.50146056,34.65822785
14,1,2,5,3.0,20.1,18.25992944,33.12848526,32.10993513,16.50165017
14,1,2,5,3.4,15.6,12.03316096,35.70549126,37.6754494,14.58589838
