State,South,Region,Division,UER23,PR23,PNH,PH,SCR,PC
26,0,1,2,4.7,14.7,11.16735812,33.40501656,32.54481787,22.88280744
33,0,1,2,4.7,9.8,6.68938307,40.19906743,34.18220947,18.92934003
6,1,2,5,5.7,20.6,20.20426288,40.74600355,24.85790409,14.19182948
6,1,2,5,5.1,24.7,18.90629561,39.8851805,23.62557166,17.58295222
6,1,2,5,6.1,20.2,15.38426454,42.77765108,28.86659065,12.97149373
33,0,1,2,3.2,9.8,6.839553026,31.62977019,35.53025511,26.00042167
21,1,2,5,3.3,10.5,11.0841443,30.77593723,29.58599401,28.55392446
3,0,1,3,2.0,11.1,9.972624169,43.76222135,30.0351975,16.22995698
31,1,2,4,3.3,13.5,14.46067245,37.87463867,33.14316142,14.52152746
27,0,1,2,2.9,17.1,8.049313865,27.18278789,24.70372528,40.06417296
13,0,0,1,3.4,10.9,15.68627451,42.96854497,19.92276834,21.42241218
4,1,2,6,4.3,19.2,11.96889834,33.81869012,33.62940097,20.58301057
31,1,2,4,1.8,14.1,16.9442348,26.65126766,23.19828301,33.20621452
0,0,1,3,1.7,13.5,4.84375,29.0625,42.8125,23.28125
4,1,2,6,4.7,13.7,13.68513632,38.2585752,31.00263852,17.05364996
16,0,3,7,3.3,6.4,3.000671792,11.2040009,21.82578189,63.96954542
38,0,1,3,1.7,12.5,4.278606965,21.27733426,37.28335069,37.16070809
27,0,1,2,4.0,14.3,9.505948322,39.2892324,29.49660276,21.70821651
27,0,1,2,2.5,4.8,2.709029676,14.2009609,21.25559363,61.83441579
20,1,2,4,4.6,20.1,24.26571507,37.7436179,22.83832007,15.15234697
19,1,2,6,3.2,20.5,10.95586036,41.8151519,31.7566124,15.47237534
29,0,1,3,1.8,11.1,10.36144578,22.28915663,33.85542169,33.4939759
9,1,2,4,2.8,8.6,7.074715408,25.02004169,33.25316659,34.65207632
9,1,2,4,5.2,22.5,15.37650891,40.45794213,29.42134509,14.74420387
4,1,2,6,2.7,15.9,15.47029703,41.58415842,28.83663366,14.10891089
7,0,1,2,4.2,8.5,7.408957723,41.72771034,32.19443282,18.66889912
43,0,0,0,1.9,9.4,6.105585542,25.81417915,23.24276791,44.8374674
15,0,1,3,3.0,13.0,10.66298892,34.3944138,31.93926743,23.00332985
27,0,1,2,2.7,9.3,6.734739426,35.26392144,32.72514228,25.27619685
4,1,2,6,1.7,12.4,11.5819209,44.06779661,29.37853107,14.97175141
33,0,1,2,3.5,11.2,6.131749758,38.64107168,36.62477558,18.60240298
9,1,2,4,3.0,10.1,12.73319032,32.5674976,29.7773504,24.92196168
37,0,1,3,2.8,8.7,5.085568637,29.45745843,41.60699114,23.84998179
20,1,2,4,2.6,9.0,8.152843811,29.45941187,26.74766684,35.64007748
20,1,2,4,3.2,12.5,11.4253748,36.31684941,29.28171851,22.97605728
5,0,3,8,4.3,9.8,14.71144733,19.45706992,30.16572235,35.6657604
33,0,1,2,4.0,14.2,11.83152615,29.41653758,38.11315188,20.63878439
16,0,3,7,2.8,8.1,2.695585891,20.09562747,38.38264847,38.82613817
5,0,3,8,5.0,13.7,19.33684888,20.2979643,24.8941944,35.47099242
44,0,3,7,13.2,15.9,23.36246649,26.7299824,33.23556275,16.67198836
9,1,2,4,3.0,12.9,20.51462813,34.5888514,27.24457425,17.65194622
40,0,1,3,2.7,11.6,6.287170773,35.57065987,36.64684225,21.4953271
31,1,2,4,4.3,18.6,13.63562954,34.45307162,32.18336543,19.72793341
20,1,2,4,4.1,17.7,12.94794664,49.48992937,27.96233325,9.59979074
34,0,0,0,2.0,9.7,5.257914044,31.66070377,26.56129704,36.52008514
29,0,1,3,2.0,8.3,7.672340638,24.14516049,35.0970898,33.08540908
44,0,3,7,4.1,11.8,10.87394852,30.33993888,36.63589679,22.15021581
7,0,1,2,3.5,8.0,5.241784118,42.29601065,33.62454356,18.83766167
16,0,3,7,3.7,21.7,10.89980983,25.22270043,34.571114,29.30637574
31,1,2,4,4.5,15.7,9.113211119,37.96895213,32.51743287,20.40040387
21,1,2,5,4.1,16.3,17.31563016,39.37809576,23.34204733,19.96422675
13,0,0,1,4.2,14.2,9.000236537,45.92761965,21.78506662,23.28707719
3,0,1,3,1.7,10.5,6.622516556,43.82901866,33.41360626,16.13485852
3,0,1,3,1.7,12.7,6.132756133,44.37229437,28.35497835,21.13997114
27,0,1,2,2.7,10.6,9.456840706,44.02856985,26.43818172,20.07640773
27,0,1,2,2.5,7.7,10.7656066,37.42217735,27.50126199,24.31095406
20,1,2,4,3.7,13.0,14.25798939,39.46176737,28.76180618,17.51843706
41,1,2,4,4.8,24.8,16.62842489,43.04674495,24.95613443,15.36869573
25,0,0,1,3.8,13.0,8.496438205,33.13161353,27.0696452,31.30230306
40,0,1,3,3.0,9.2,5.781424841,34.98694517,39.16449086,20.06713913
19,1,2,6,4.0,24.2,15.91418508,40.13235137,28.8504643,15.10299925
20,1,2,4,4.4,22.8,22.48302235,42.59906376,24.07199842,10.84591547
20,1,2,4,3.5,13.9,9.930861094,44.51827243,29.99012301,15.56074347
14,1,2,5,3.3,19.9,11.93023256,32.05167959,29.4625323,26.55555556
27,0,1,2,3.5,14.5,15.96238613,42.90919777,28.7628563,12.3655598
16,0,3,7,2.8,20.1,15.27704485,29.41952507,36.46437995,18.83905013
4,1,2,6,5.8,13.4,19.25407925,39.58041958,25.68764569,15.47785548
19,1,2,6,3.9,20.8,13.01588019,34.13449592,33.82050645,19.02911744
15,0,1,3,2.5,7.4,6.654266074,27.03113627,33.74201375,32.57258391
14,1,2,5,2.5,13.1,8.622814625,26.85671247,31.28223855,33.23823435
27,0,1,2,3.5,10.3,9.376417805,42.21404446,29.05177194,19.35776579
38,0,1,3,2.6,8.1,9.580030359,24.99578344,42.85714286,22.56704335
9,1,2,4,2.9,14.9,14.96201354,35.25246783,31.70189674,18.08362189
24,1,2,6,3.3,19.4,14.33695139,44.69089193,27.61680038,13.3553563
20,1,2,4,4.3,12.1,9.60606699,27.45944807,29.04992627,33.88455867
4,1,2,6,4.0,8.5,8.067697592,17.59501448,25.0454503,49.29183763
10,0,1,2,3.4,10.4,8.489801929,36.60260658,32.39084014,22.51675134
35,0,3,7,2.9,19.3,13.20981713,30.05293551,37.22329163,19.51395573
10,0,1,2,2.9,10.5,7.485173005,29.25626107,30.94133851,32.31722742
32,0,3,7,6.8,17.3,9.273947529,46.76632093,32.48932276,11.47040879
33,0,1,2,5.3,11.8,9.10363569,37.6662412,35.59105694,17.63906617
25,0,0,1,3.4,7.0,9.516339698,24.81767442,25.80418522,39.86180066
27,0,1,2,2.9,11.2,10.14118115,36.01113541,33.2670511,20.58063233
15,0,1,3,3.3,18.2,18.65915349,40.80169047,27.11788436,13.42127169
0,0,1,3,2.6,15.5,10.50794563,27.3108036,36.27889788,25.90235289
2,0,3,7,4.6,24.7,14.28356261,25.8058038,33.67305954,26.23757405
8,1,2,5,2.3,17.9,8.574288965,21.79658703,28.29579067,41.33333333
4,1,2,6,3.3,8.2,9.481373538,25.96401749,32.9727609,31.58184807
38,0,1,3,1.7,11.5,8.646967341,26.00311042,38.28926905,27.06065319
38,0,1,3,2.1,11.5,4.66507177,29.8245614,35.51302499,29.99734184
37,0,1,3,3.3,8.8,7.482798165,36.36276758,37.58600917,18.56842508
9,1,2,4,3.5,17.5,14.49169746,40.21654261,30.46171464,14.83004529
5,0,3,8,3.6,9.1,11.13624219,18.64851951,32.36829978,37.84693852
26,0,1,2,5.9,13.6,7.161855589,36.29038567,34.69451615,21.85324259
30,0,3,7,2.6,10.2,7.940459387,24.41678429,35.42923136,32.21352496
9,1,2,4,2.8,11.2,12.37984724,34.15195968,32.44600703,21.02218604
9,1,2,4,3.2,15.1,14.1609028,45.11285038,27.90316709,12.82307972
4,1,2,6,4.6,21.0,11.28969032,24.89219914,44.29635437,19.52175617
19,1,2,6,3.0,21.6,12.76584919,35.31087819,36.95430956,14.96896306
13,0,0,1,3.9,15.4,9.566590809,46.47939948,23.89694644,20.05706328
26,0,1,2,3.3,7.0,4.483427299,24.54842532,36.73286171,34.23528567
33,0,1,2,5.1,14.7,10.04845578,41.17272772,30.57608536,18.20273114
14,1,2,5,3.0,18.7,16.57582692,34.94487206,30.04368629,18.43561473
14,1,2,5,2.5,14.1,8.077691051,21.45277425,26.19047619,44.27905851
24,1,2,6,3.7,20.4,18.51310099,41.92953447,26.78707708,12.77028746
15,0,1,3,2.7,11.3,8.158995816,42.80857741,26.9874477,22.04497908
33,0,1,2,6.0,15.7,6.950669476,37.54011905,31.38264029,24.12657118
26,0,1,2,4.4,11.7,13.69365002,36.30392632,32.87687833,17.12554532
33,0,1,2,5.5,17.9,10.78627133,32.33997664,39.75059338,17.12315865
35,0,3,7,3.4,16.9,3.603603604,33.18318318,41.89189189,21.32132132
0,0,1,3,2.1,11.9,8.132706988,25.24466628,37.80583284,28.81679389
37,0,1,3,2.1,8.0,4.966809769,19.75901007,26.74970237,48.5244778
36,0,0,1,4.7,8.9,13.72420998,26.71767061,20.99432095,38.56379846
8,1,2,5,3.1,16.3,10.99169307,33.81968828,30.03839456,25.15022409
3,0,1,3,1.7,8.0,6.468858594,33.06602513,31.80967656,28.65543972
8,1,2,5,2.9,16.2,14.76827094,37.89661319,31.73796791,15.59714795
8,1,2,5,2.4,17.1,16.3780428,38.45368404,30.58323803,14.58503512
17,1,2,4,4.6,20.7,15.46264986,33.75345835,31.73993237,19.04395942
16,0,3,7,3.2,10.8,8.492545555,37.78023192,32.7222529,21.00496963
6,1,2,5,3.8,17.6,15.03355705,42.23306894,26.12568639,16.60768761
27,0,1,2,3.1,8.8,11.27542743,40.79620616,28.44128292,19.48708349
17,1,2,4,4.0,19.3,11.92174072,31.6998842,35.79264948,20.5857256
38,0,1,3,1.7,7.7,4.805807079,22.71795256,33.75439647,38.7218439
17,1,2,4,3.4,14.6,11.93540198,32.32732527,34.21566522,21.52160753
26,0,1,2,5.6,17.9,6.557377049,41.03898981,31.82321666,20.58041648
37,0,1,3,2.9,12.1,9.171087757,27.68222215,36.04906566,27.09762444
6,1,2,5,6.3,28.6,34.01420959,32.08259325,26.50976909,7.393428064
4,1,2,6,3.4,9.3,9.746556474,36.5399449,26.55647383,27.15702479
3,0,1,3,1.9,11.1,4.639663335,27.67490794,33.59810626,34.08732246
42,0,0,0,4.1,20.1,8.842422936,34.75749084,31.48954516,24.91054106
4,1,2,6,3.8,13.9,19.54261954,28.79417879,32.64033264,19.02286902
26,0,1,2,7.0,13.0,5.889595732,41.12456392,36.30207265,16.6837677
14,1,2,5,3.9,17.2,19.98122569,29.93160789,31.59447499,18.49269143
12,0,3,8,3.0,16.2,3.98681156,14.04131481,27.6149783,54.35689533
37,0,1,3,1.8,9.8,6.658521686,34.46854001,32.54428833,26.32864997
13,0,0,1,4.1,16.5,7.633840053,40.12264082,25.32496145,26.91855769
24,1,2,6,3.8,28.4,10.60921586,29.57479838,23.86505623,35.95092954
13,0,0,1,2.9,10.1,10.13314055,46.34616543,24.91716368,18.60353033
3,0,1,3,4.4,46.2,11.21433311,43.92833444,30.78964831,14.06768414
4,1,2,6,4.7,17.2,10.8466471,32.47907836,34.17237257,22.50190197
26,0,1,2,6.2,15.6,7.905329255,39.10803413,36.87006923,16.11656738
19,1,2,6,2.9,9.6,7.82910628,33.01328502,33.55525362,25.60235507
15,0,1,3,2.5,14.4,5.416703569,20.1390488,23.43990789,51.00433974
19,1,2,6,3.4,21.1,13.26176713,46.47949353,24.78943022,15.46930911
16,0,3,7,2.9,7.4,4.524621953,18.52940419,26.19994988,50.74602398
23,1,2,4,3.7,19.8,9.98423119,30.27289696,27.29452275,32.4483491
4,1,2,6,3.6,10.7,10.95584125,49.91615428,22.07937395,17.04863052
11,1,2,6,4.0,16.5,13.56830417,44.10329744,26.54777927,15.78061911
16,0,3,7,2.3,7.3,5.070141115,17.04616409,25.41730841,52.46638638
29,0,1,3,3.0,15.2,8.413969036,30.97730471,36.35204082,24.25668543
11,1,2,6,4.4,17.1,16.09699769,41.18937644,24.63625866,18.07736721
25,0,0,1,5.0,10.6,10.68923821,30.95525998,31.46311971,26.8923821
20,1,2,4,3.2,12.3,13.07017544,38.85964912,30.76023392,17.30994152
4,1,2,6,4.6,17.7,11.40704398,33.4326266,37.23497459,17.92535483
44,0,3,7,5.7,24.7,14.00660084,30.07840243,38.28350207,17.63149466
14,1,2,5,3.1,18.9,12.94799133,36.68528088,31.95949325,18.40723454
4,1,2,6,3.3,11.1,19.08115359,36.72032193,25.18443997,19.01408451
4,1,2,6,4.5,11.7,24.4137931,41.03448276,20.20689655,14.34482759
22,0,3,7,3.3,12.6,11.96973456,31.00967502,36.13247333,20.88811709
21,1,2,5,2.8,15.9,15.40678342,42.39082243,28.63001552,13.57237863
14,1,2,5,3.5,27.6,18.12281578,37.97636878,27.84157098,16.05924447
15,0,1,3,3.0,16.2,9.266893709,43.82505825,29.34217602,17.56587202
27,0,1,2,2.8,10.0,7.854402712,31.37835668,25.3867428,35.38049781
9,1,2,4,2.9,7.7,8.624231767,29.0561833,34.89388373,27.4257012
7,0,1,2,4.1,15.1,12.23367698,45.90410735,26.08411062,15.77810506
21,1,2,5,3.5,17.3,11.24622385,33.14404803,26.41581584,29.19391228
38,0,1,3,2.1,7.4,4.919988296,28.72994081,36.68609754,29.66397335
28,0,0,0,3.5,10.9,8.689943211,26.52052011,25.76389131,39.02564537
7,0,1,2,3.0,11.2,7.135094855,44.00285652,30.56478405,18.29726457
5,0,3,8,8.2,17.5,25.76482286,28.08833534,32.22774609,13.91909571
5,0,3,8,3.9,10.1,10.98229061,17.94657436,28.98126379,42.08987125
9,1,2,4,3.2,15.8,16.41738724,44.3912129,25.18111708,14.01028278
15,0,1,3,3.0,7.0,6.334853663,32.16095103,32.65428241,28.8499129
25,0,0,1,3.3,8.0,8.192355,25.069543,27.01248936,39.72561264
4,1,2,6,3.9,14.5,9.615775564,28.32282984,31.05915837,31.00223623
16,0,3,7,4.4,13.5,9.542848393,30.03300611,35.40670671,25.01743879
15,0,1,3,3.3,16.3,16.37350962,36.44197851,31.66096093,15.52355094
38,0,1,3,2.4,10.8,5.992844365,29.76296959,36.80679785,27.43738819
17,1,2,4,4.7,15.3,7.399905637,26.45322099,38.95733152,27.18954186
22,0,3,7,2.6,11.1,5.558894231,25.78125,42.27764423,26.38221154
26,0,1,2,7.3,15.8,7.109338339,37.55279212,34.69028625,20.64758329
5,0,3,8,3.7,6.5,5.075299297,17.15057463,34.88348208,42.89064399
11,1,2,6,4.3,20.2,19.95820272,36.48554511,29.86764194,13.68861024
4,1,2,6,3.3,16.7,17.23300971,27.88565264,30.58252427,24.29881338
25,0,0,1,3.8,14.2,7.880254777,30.69808917,27.56942675,33.8522293
17,1,2,4,4.6,22.6,15.82152195,30.60066052,37.39163341,16.18618412
17,1,2,4,4.4,18.5,11.13759228,28.9600651,38.58629309,21.31604953
0,0,1,3,2.2,8.0,6.523511824,33.41487723,32.88031168,27.18129927
13,0,0,1,5.0,15.3,9.018036072,50.04294303,29.68794732,11.25107358
41,1,2,4,2.6,10.2,8.73649054,26.10202273,35.19399003,29.96749671
37,0,1,3,3.9,9.4,7.129284791,35.47161207,36.47488029,20.92422285
3,0,1,3,1.7,12.6,9.874826147,31.93324061,28.01112656,30.18080668
21,1,2,5,4.1,17.6,15.20971071,47.27323609,22.39829293,15.11876028
33,0,1,2,4.6,12.0,7.96107507,35.26413346,32.50231696,24.27247451
6,1,2,5,5.2,19.6,14.79524439,42.8005284,28.86393659,13.54029062
21,1,2,5,4.3,34.0,28.16819155,43.06015184,19.3887483,9.382908312
41,1,2,4,2.7,9.8,9.435318532,28.64848985,31.97444744,29.94174417
11,1,2,6,3.7,18.9,9.105369974,30.89929241,33.7488344,26.24650321
29,0,1,3,2.6,10.8,7.641286571,39.66018535,31.70089042,20.99763765
7,0,1,2,4.4,17.2,9.977077721,43.00039473,26.72903927,20.29348827
4,1,2,6,3.9,14.7,10.52173913,30.20289855,31.1884058,28.08695652
4,1,2,6,3.0,12.3,12.18925421,24.05773857,38.49238172,25.2606255
13,0,0,1,3.1,9.3,4.327015398,31.93627538,25.09796949,38.63873973
30,0,3,7,4.0,13.7,8.158929976,34.07553108,35.76711251,21.99842644
29,0,1,3,2.5,10.9,7.690390128,31.29751963,32.24479621,28.76729403
20,1,2,4,3.9,18.1,15.26903713,44.36752675,26.8722467,13.49118943
17,1,2,4,3.2,9.1,8.189060425,24.86006613,29.28913592,37.66173752
15,0,1,3,2.7,12.9,11.51962689,39.64632724,30.1982122,18.63583366
18,0,3,7,2.4,6.0,3.96792107,21.09887204,36.24381081,38.68939608
37,0,1,3,4.6,11.2,7.591014717,35.21817712,34.3144849,22.87632326
31,1,2,4,3.2,17.0,20.01325843,35.22207878,28.66264262,16.10202017
9,1,2,4,2.8,10.7,11.15184543,32.10800099,31.02303691,25.71711667
40,0,1,3,3.2,14.2,6.747536012,30.78931851,32.32607675,30.13706873
4,1,2,6,6.8,14.5,12.6516912,37.8259747,31.69377743,17.82855667
7,0,1,2,4.6,19.5,14.39561031,48.90526656,22.14212706,14.55699607
8,1,2,5,2.3,19.2,9.129169371,28.85040865,30.64274098,31.377681
8,1,2,5,8.0,32.7,22.13244842,39.07084115,26.46082816,12.33588227
14,1,2,5,3.5,21.6,18.60187807,29.95975555,30.83917126,20.59919511
0,0,1,3,1.7,7.9,5.980861244,24.92387995,36.18964767,32.90561114
0,0,1,3,2.7,14.2,6.789788159,29.76643129,43.67191744,19.77186312
45,1,2,4,3.9,10.9,7.408736322,27.3227732,26.04737757,39.2211129
30,0,3,7,2.3,6.6,7.405660377,16.4740566,27.86556604,48.25471698
33,0,1,2,5.1,14.8,9.774053295,30.70899816,35.45296256,24.06398599
20,1,2,4,2.6,7.9,8.801862534,32.33720203,33.00437834,25.85655709
11,1,2,6,3.8,18.7,27.46405501,32.84017504,28.76640967,10.92936028
27,0,1,2,3.7,13.1,14.21932015,43.24563088,26.89456501,15.64048396
30,0,3,7,3.8,12.4,11.98083067,33.985623,37.36022364,16.67332268
27,0,1,2,2.9,9.2,10.27311798,44.3504783,29.90433939,15.47206433
13,0,0,1,4.2,20.3,12.60348091,29.81186792,22.9453731,34.63927807
22,0,3,7,3.3,12.3,8.580258135,30.26722414,39.12015997,22.03235775
17,1,2,4,3.3,8.0,7.019671248,30.88116411,36.33791431,25.76125034
25,0,0,1,3.1,15.7,4.121013103,16.32311344,20.30594661,59.24992685
11,1,2,6,4.6,24.3,11.43295735,41.09768849,26.82818305,20.64117111
11,1,2,6,4.0,26.2,16.74318947,48.14814815,24.2322212,10.87644118
10,0,1,2,2.8,12.5,9.526105192,34.7828183,30.8489611,24.84211541
15,0,1,3,4.9,19.0,14.08799534,37.82051282,29.77855478,18.31293706
4,1,2,6,3.5,13.0,15.3653991,34.04575915,30.56029184,20.0285499
25,0,0,1,3.3,12.9,6.842307981,21.58283857,26.42135127,45.15350218
4,1,2,6,3.2,21.8,17.33316977,37.75147203,29.39156035,15.52379784
7,0,1,2,5.5,14.8,9.963598544,50.72282891,28.58034321,10.73322933
29,0,1,3,2.2,12.4,8.615819209,30.69679849,39.17137476,21.51600753
27,0,1,2,2.8,10.9,11.05850654,41.08160123,28.32178599,19.53810624
29,0,1,3,2.1,10.7,23.6196319,29.29447853,23.38957055,23.69631902
6,1,2,5,5.8,31.1,25.77431625,44.3941315,22.29668538,7.534866872
37,0,1,3,4.3,12.4,6.493649917,31.31971287,41.85532855,20.33130867
4,1,2,6,3.7,14.7,13.57302516,24.46159548,30.42573381,31.53964555
16,0,3,7,2.8,11.0,4.474008489,11.02094838,20.59604765,63.90899548
21,1,2,5,3.5,12.9,11.06744926,36.43056108,31.47134899,21.03064067
19,1,2,6,3.2,16.9,10.6549509,39.41519604,33.47116592,16.45868714
37,0,1,3,2.9,10.0,11.62230841,33.28875217,36.89982613,18.18911328
30,0,3,7,2.7,6.9,8.820083682,21.67921897,23.972106,45.52859135
24,1,2,6,3.8,17.8,17.25957049,43.10457516,24.64052288,14.99533147
3,0,1,3,1.6,7.6,3.807796917,39.25657298,35.99274705,20.94288305
16,0,3,7,3.3,10.5,8.644249174,14.75479323,20.95429257,55.64666503
19,1,2,6,4.0,21.3,15.62412342,41.48667602,26.05890603,16.83029453
35,0,3,7,2.0,13.7,6.666666667,28.82352941,44.21568627,20.29411765
4,1,2,6,1.7,15.3,18.51685393,45.79775281,26.87640449,8.808988764
27,0,1,2,2.4,11.0,9.277846864,40.25581808,31.47983656,18.98649849
0,0,1,3,2.0,12.3,10.77414206,37.4301676,37.50997606,14.28571429
33,0,1,2,3.8,5.1,6.392078204,23.52100337,33.64227417,36.44464426
46,1,2,4,4.9,15.2,7.153297028,14.51716122,14.7659195,63.56362225
16,0,3,7,3.3,10.7,9.038952746,33.58876117,29.10600255,28.26628352
37,0,1,3,2.9,5.4,5.050653973,26.80764127,34.13298511,34.00871964
10,0,1,2,3.4,11.3,8.543246817,27.95386542,32.74128453,30.76160323
16,0,3,7,2.6,6.6,6.833153821,17.72662375,25.17095409,50.26926834
5,0,3,8,3.3,11.9,11.20244218,11.32272824,17.35406537,60.12076421
16,0,3,7,3.2,7.9,1.708049976,13.63276926,19.4527914,65.20638937
31,1,2,4,2.7,6.1,4.866306837,19.40307784,27.12061308,48.61000225
14,1,2,5,2.7,17.1,14.15882968,38.47091606,28.78787879,18.58237548
15,0,1,3,3.1,16.0,14.5899411,37.97009515,31.53602175,15.903942
26,0,1,2,7.0,21.2,17.38723758,40.20993556,29.91062149,12.49220536
26,0,1,2,3.0,9.0,5.895876516,26.15555392,30.42739449,37.52117507
33,0,1,2,4.4,13.2,11.66152495,22.18223419,24.20755113,41.94868973
33,0,1,2,5.4,17.5,13.60979683,35.26301141,35.81964932,15.30754244
41,1,2,4,3.5,16.9,11.12302447,32.83940557,30.47198336,25.5655866
29,0,1,3,2.5,11.1,7.770787281,35.14141586,31.79164541,25.29615145
37,0,1,3,2.1,13.1,4.999626708,22.16857875,33.78543165,39.04636289
21,1,2,5,4.4,21.0,17.24832756,46.23196583,23.41420166,13.10550496
18,0,3,7,2.5,8.5,7.421036492,31.94502523,33.92155223,26.71238605
14,1,2,5,2.8,17.3,18.22573869,32.78252346,32.62848341,16.36325445
23,1,2,4,5.0,15.1,7.294589178,43.39790692,30.22934758,19.07815631
23,1,2,4,4.2,14.8,10.60736103,37.69374464,32.28151664,19.41737769
30,0,3,7,3.3,11.8,11.88156328,30.39948035,36.51618491,21.20277146
39,1,2,4,2.2,9.8,8.301364459,24.1574161,26.11908066,41.42213879
38,0,1,3,2.7,22.7,11.51660185,29.40472629,36.97277894,22.10589291
15,0,1,3,3.2,14.6,12.68121844,50.94477928,19.76706304,16.60693924
7,0,1,2,4.1,16.9,9.968954812,42.72409205,28.72911842,18.57783472
15,0,1,3,3.0,15.1,13.57217878,39.8257284,24.92706267,21.67503015
7,0,1,2,5.0,19.0,14.8370954,45.19271721,25.71869676,14.25149063
4,1,2,6,3.5,15.8,12.93957115,26.27290448,28.29239766,32.49512671
9,1,2,4,3.1,13.5,17.67456359,32.62157107,25.45822943,24.24563591
9,1,2,4,3.8,20.6,10.38011696,47.01104613,29.92202729,12.68680962
23,1,2,4,3.1,18.3,5.963650707,25.41112932,20.68845197,47.93676801
7,0,1,2,4.3,12.4,9.50032314,46.11041192,28.88533624,15.50392871
31,1,2,4,3.6,18.8,27.00918148,36.76890018,25.24321156,10.97870678
7,0,1,2,4.3,15.4,14.31382011,41.36753406,28.96915253,15.3494933
26,0,1,2,3.5,8.3,6.915610677,36.08340074,32.74467511,24.25631347
15,0,1,3,4.6,12.3,8.213619024,35.52065579,33.27651976,22.98920542
20,1,2,4,3.5,17.6,10.73090423,21.16795577,24.0294474,44.0716926
17,1,2,4,3.1,10.5,10.09778848,38.14954115,33.26312622,18.48954416
40,0,1,3,2.9,10.5,13.89841072,42.92614522,27.15799314,16.01745092
40,0,1,3,3.2,13.9,6.569343066,43.58180344,31.65966232,18.18919118
5,0,3,8,3.3,8.7,7.265481461,10.78056151,21.49479082,60.45916621
4,1,2,6,2.9,8.7,6.35208902,23.82951921,37.76611379,32.05227798
4,1,2,6,4.1,14.2,15.12359303,32.84595012,34.17016111,17.86029574
40,0,1,3,2.6,5.8,3.284178533,28.99195137,35.03968031,32.68418979
7,0,1,2,2.8,10.9,6.443854287,44.52573032,32.03387283,16.99654257
31,1,2,4,3.8,16.9,27.63006986,32.57220311,27.0878949,12.70983213
9,1,2,4,3.9,15.9,17.75985906,43.19013416,26.01300989,13.03699688
16,0,3,7,4.4,22.6,10.34996277,29.82129561,31.98064036,27.84810127
4,1,2,6,4.5,12.2,9.343708982,30.24751547,41.75323458,18.65554097
40,0,1,3,2.4,9.8,5.459387483,40.51740536,34.0117938,20.01141335
9,1,2,4,4.5,16.3,2.868563367,26.19327534,43.35762991,27.58053139
5,0,3,8,5.1,17.3,9.528076464,21.19922342,38.41099164,30.86170848
15,0,1,3,3.1,12.0,10.40258144,35.63306699,25.98340504,27.98094653
12,0,3,8,3.7,14.1,13.95,25.14008621,34.92758621,25.98232759
10,0,1,2,3.8,17.1,10.42463435,27.98481188,27.69813685,33.89241692
37,0,1,3,2.5,5.3,5.046915552,20.16370533,31.71191855,43.07746057
7,0,1,2,3.3,11.6,11.60215675,40.99268246,26.14818024,21.25698055
20,1,2,4,2.7,6.1,8.474504129,27.43679237,29.86294373,34.22575977
16,0,3,7,3.0,5.1,3.923333708,12.61017966,24.82277484,58.64371179
21,1,2,5,3.5,14.9,14.453125,42.22060381,27.82706568,15.49920551
26,0,1,2,5.4,10.1,5.603377378,29.66719667,30.39092055,34.3385054
41,1,2,4,7.2,27.2,18.46861129,49.64066793,23.16106531,8.729655464
30,0,3,7,5.0,13.0,15.57191393,32.85673839,31.76670442,19.80464326
33,0,1,2,4.4,10.1,9.514865729,37.24824169,33.88347187,19.35342072
0,0,1,3,2.2,11.8,10.56505737,30.61268673,29.66009959,29.16215631
17,1,2,4,3.2,10.6,7.296202628,23.61140162,36.75483466,32.33756109
29,0,1,3,2.3,7.9,3.686384064,26.42414673,33.34750395,36.54196526
26,0,1,2,4.0,13.7,7.211825115,35.69248294,34.10666453,22.98902742
4,1,2,6,3.6,7.1,5.795108775,21.71681013,30.27401272,42.21406837
28,0,0,0,5.8,6.5,4.009569378,16.03827751,21.56937799,58.38277512
41,1,2,4,5.3,27.7,23.11389293,29.90946686,28.14351179,18.83312842
4,1,2,6,4.9,17.1,8.553282316,32.02665417,31.79238898,27.62767453
9,1,2,4,3.7,18.8,17.20617333,37.88682232,32.10922042,12.79778393
27,0,1,2,4.1,12.5,7.393749424,43.20088504,32.21167143,17.19369411
26,0,1,2,7.2,15.7,9.202518363,32.36096537,38.11647429,20.32004197
17,1,2,4,4.5,16.3,16.88326758,29.70526804,30.58714319,22.82432119
5,0,3,8,5.2,17.1,20.85655492,30.29666467,35.63405642,13.212724
20,1,2,4,2.3,5.1,2.630777044,6.104621635,11.53885221,79.72574911
31,1,2,4,3.0,10.4,8.953137481,28.19517174,28.50771533,34.34397545
7,0,1,2,3.8,17.3,9.662276258,41.93684566,28.07666329,20.32421479
16,0,3,7,3.0,9.4,5.405746763,21.90716767,27.26239343,45.42469214
16,0,3,7,4.2,37.5,17.06339854,46.47654961,23.80391233,12.65613952
16,0,3,7,4.9,18.4,9.438430311,39.93442282,29.59040283,21.03674404
